state_abb,Provider Name,state,geometry
TX,LULING CARE CENTER,Texas,"c(-97.665035, 29.687747)"
TX,MONARCH PAVILION REHABILITATION SUITES,Texas,"c(-96.853308, 32.82462)"
TX,HERITAGE HOUSE AT PARIS REHAB & NURSING,Texas,"c(-95.496524, 33.659467)"
TX,EPIC NURSING & REHABILITATION,Texas,"c(-96.503821, 32.085119)"
TX,THE RIO AT MISSION TRAILS,Texas,"c(-98.457158, 29.364302)"
TX,SPJST REST HOME NO 2,Texas,"c(-95.840636, 29.401576)"
TX,SOUTHPARK MEADOWS NURSING AND REHABILITATION CENTE,Texas,"c(-97.800449, 30.162189)"
TX,CANTON OAKS,Texas,"c(-95.862161, 32.533958)"
TX,AUTUMN WINDS LIVING & REHABILITATION,Texas,"c(-98.266583, 29.584468)"
TX,MIRADOR,Texas,"c(-97.383184, 27.676881)"
TX,"CREEKSIDE VILLAGE HEALTHCARE LTC PARTNERS, INC",Texas,"c(-95.398629, 29.034439)"
TX,THE STAYTON AT MUSEUM WAY,Texas,"c(-97.353236, 32.748227)"
TX,HOLLY HALL,Texas,"c(-95.401248, 29.685249)"
TX,"OAK VILLAGE HEALTHCARE LTC PARTNERS, INC",Texas,"c(-95.453799, 29.03196)"
TX,SAN GABRIEL REHABILITATION AND CARE CENTER,Texas,"c(-97.653037, 30.559596)"
TX,BAYWOOD CROSSING REHABILITATION & HEALTHCARE CENTE,Texas,"c(-95.14293, 29.635484)"
TX,SOLERA AT WEST HOUSTON,Texas,"c(-95.705689, 29.793341)"
TX,WATKINS-LOGAN-GARRISON TEXAS STATE VETERAN'S HOME,Texas,"c(-95.205993, 32.430147)"
TX,LEGEND OAKS HEALTHCARE AND REHABILITATION - WEST S,Texas,"c(-98.652644, 29.399955)"
TX,LAREDO NURSING AND REHABILITATION CENTER,Texas,"c(NA, NA)"
TX,CAPSTONE HEALTHCARE ESTATES ON OREM,Texas,"c(-95.433521, 29.628207)"
TX,THE HILLCREST OF NORTH DALLAS,Texas,"c(-96.783437, 33.005021)"
TX,HIGH HOPE CARE CENTER OF BRENHAM,Texas,"c(-96.398065, 30.176986)"
TX,THE HARRISON AT HERITAGE,Texas,"c(-97.285422, 32.913867)"
TX,WINDMILL NURSING & REHAB CENTER,Texas,"c(-101.818456, 33.604311)"
TX,CORINTH REHABILITATION SUITES ON THE PARKWAY,Texas,"c(-97.055512, 33.153391)"
TX,WINDSOR NURSING AND REHABILITATION CENTER OF CORPU,Texas,"c(-97.412789, 27.763074)"
TX,THE CRESCENT,Texas,"c(-95.641679, 29.61538)"
TX,LAKESIDE NURSING AND REHABILITATION CENTER,Texas,"c(-98.657102, 29.432041)"
TX,EDGEWOOD REHABILITATION AND CARE CENTER,Texas,"c(-96.619798, 32.78045)"
TX,THE SPRINGS HEALTHCARE AND REHABILITATION,Texas,"c(-97.808636, 30.535413)"
TX,LAS COLINAS OF WESTOVER,Texas,"c(-98.683458, 29.46585)"
TX,CONTINUING CARE AT HIGHLAND SPRINGS,Texas,"c(-96.764969, 32.99753)"
TX,HUNTERS POND REHABILITATION AND HEALTHCARE,Texas,"c(-98.543025, 29.318954)"
TX,THE MEDICAL RESORT AT BAY AREA,Texas,"c(-95.162985, 29.638147)"
TX,SCC AT CLEAR BROOK CROSSING REHABILITATION AND HEA,Texas,"c(-95.212913, 29.582864)"
TX,CHELSEA GARDENS,Texas,"c(-95.572088, 29.566667)"
TX,BROADMOOR MEDICAL LODGE,Texas,"c(-96.460238, 32.880726)"
TX,CONTINUING CARE AT EAGLES TRACE,Texas,"c(-95.64099, 29.762649)"
TX,WINDSOR HOUSTON,Texas,"c(NA, NA)"
TX,COON MEMORIAL HOME,Texas,"c(-102.524948, 36.052404)"
TX,"REMARKABLE HEALTHCARE OF DALLAS, LP",Texas,"c(-96.777798, 32.718061)"
TX,ROCK HAVEN NURSING HOME,Texas,"c(-94.667432, 31.576155)"
TX,CAPROCK NURSING & REHABILITATION,Texas,"c(-101.403568, 35.657986)"
TX,ST. TERESA NURSING AND REHABILITATION CENTER,Texas,"c(-106.338186, 31.797247)"
TX,ROYAL MANOR,Texas,"c(NA, NA)"
TX,SHADY SHORES OF HEMPHILL,Texas,"c(-93.867123, 31.33038)"
TX,BEL AIR AT TERAVISTA,Texas,"c(-97.669653, 30.567697)"
TX,SENIOR CARE OF EDINBURG,Texas,"c(-98.185095, 26.260637)"
TX,AMARILLO CENTER FOR SKILLED CARE,Texas,"c(-101.91033, 35.198366)"
TX,MADISON MEDICAL RESORT,Texas,"c(-102.33798, 31.899279)"
TX,ACCEL AT WILLOW BEND,Texas,"c(-96.832948, 33.036212)"
TX,THE HEIGHTS OF TOMBALL,Texas,"c(-95.62561, 30.078197)"
TX,DISCOVERY VILLAGE AT SOUTHLAKE,Texas,"c(-97.195518, 32.932751)"
TX,STONEMERE REHABILITATION CENTER,Texas,"c(-96.77591, 33.115912)"
TX,CORONADO AT STONE OAK,Texas,"c(-98.494943, 29.638413)"
TX,FOCUSED CARE AT BRENHAM,Texas,"c(-96.376143, 30.142796)"
TX,THE HEIGHTS OF NORTH HOUSTON,Texas,"c(-95.438313, 30.025512)"
TX,THE BROADMOOR AT CREEKSIDE PARK,Texas,"c(-95.508256, 30.141333)"
TX,THE VILLAGES ON MACARTHUR,Texas,"c(-96.959124, 32.85176)"
TX,CORNERSTONE RETIREMENT COMMUNITY,Texas,"c(-94.094527, 33.471216)"
TX,THE RIO AT MAINLAND CENTER,Texas,"c(NA, NA)"
TX,"EAGLE LAKE NURSING AND REHABILITATION, LP",Texas,"c(-96.345499, 29.588649)"
TX,BRIDGECREST REHABILITATION SUITES,Texas,"c(-95.170607, 29.824061)"
TX,REMARKABLE HEALTHCARE OF PRESTONWOOD,Texas,"c(-96.868058, 33.040155)"
TX,MERIDIAN OF TEMPLE,Texas,"c(-97.37335, 31.059288)"
TX,WILLOW PARK REHABILITATION AND CARE CENTER,Texas,"c(-97.663527, 32.748578)"
TX,BELTERRA HEALTH & REHAB,Texas,"c(-96.679112, 33.220514)"
TX,TREVISO TRANSITIONAL CARE,Texas,"c(-94.719444, 32.546304)"
TX,HOLLYMEAD,Texas,"c(-97.069529, 33.041513)"
TX,HARMONEE HOUSE,Texas,"c(NA, NA)"
TX,WINDSOR QUAIL VALLEY POST-ACUTE HEALTHCARE,Texas,"c(-95.56252, 29.567704)"
TX,TWIN PINES NORTH NURSING AND REHABILITATION CENTER,Texas,"c(-97.010784, 28.869125)"
TX,PARK MANOR BEE CAVE,Texas,"c(-97.964555, 30.310978)"
TX,MIDLOTHIAN HEALTHCARE CENTER,Texas,"c(-96.983148, 32.474713)"
TX,ST GILES NURSING AND REHABILITATION CENTER,Texas,"c(-106.292125, 31.68893)"
TX,SILVER SPRING,Texas,"c(-99.725909, 32.467842)"
TX,SORRENTO,Texas,"c(-98.591123, 29.510851)"
TX,PATHWAYS MEMORY CARE AT VILLA TOSCANA,Texas,"c(NA, NA)"
TX,BIG SPRING CENTER FOR SKILLED CARE,Texas,"c(-101.492449, 32.211102)"
TX,WEST HOUSTON REHABILITATION AND HEALTHCARE CENTER,Texas,"c(-95.618609, 29.681087)"
TX,FALCON RIDGE REHABILITATION,Texas,"c(-97.579603, 30.511969)"
TX,THE MEDICAL RESORT AT SUGAR LAND,Texas,"c(-95.644175, 29.587528)"
TX,CROSSROADS NURSING & REHABILITATION,Texas,"c(-96.593516, 30.865865)"
TX,WEST REST HAVEN INC,Texas,"c(-97.093854, 31.817289)"
TX,HIGHLAND MEADOWS HEALTH & REHAB,Texas,"c(-96.43123, 32.905722)"
TX,THE PAVILION AT CREEKWOOD,Texas,"c(-97.096417, 32.577154)"
TX,MATADOR HEALTH AND REHABILITATION CENTER,Texas,"c(-100.822418, 34.024466)"
TX,LEXINGTON MEDICAL LODGE,Texas,"c(-96.39189, 33.15907)"
TX,WINDSOR CALALLEN,Texas,"c(-97.633988, 27.858867)"
TX,LEGEND OAKS HEALTHCARE AND REHABILITATION - NEW BR,Texas,"c(-98.064647, 29.721145)"
TX,LAS VENTANAS DE SOCORRO,Texas,"c(-106.295069, 31.659744)"
TX,WOODLANDS PLACE REHABILITATION SUITES,Texas,"c(NA, NA)"
TX,THE HEALTHCARE RESORT OF PLANO,Texas,"c(-96.755897, 33.010145)"
TX,S.P.J.S.T. REST HOME 3,Texas,"c(-96.34864, 29.147887)"
TX,FOX HOLLOW POST ACUTE,Texas,"c(NA, NA)"
TX,SAN SABA REHABILITATION LP,Texas,"c(-98.741819, 31.198122)"
TX,MRC THE CROSSINGS,Texas,"c(-95.080531, 29.522762)"
TX,WINDEMERE AT WESTOVER HILLS,Texas,"c(-98.695123, 29.462046)"
TX,VISTA LIVING OF ARCHER,Texas,"c(-98.624596, 33.591659)"
TX,VISTA LIVING OF VERNON,Texas,"c(-99.313654, 34.157669)"
TX,FORUM PARKWAY HEALTH & REHABILITATION,Texas,"c(-97.113026, 32.842211)"
TX,TRUCARE LIVING CENTERS - SELMA,Texas,"c(-98.326014, 29.589888)"
TX,ONPOINTE TRANSITIONAL CARE AT TEXAS HEALTH ARLINGT,Texas,"c(-97.116086, 32.750126)"
TX,THE LODGE AT BEAR CREEK,Texas,"c(-97.128672, 32.913951)"
TX,THE BRAZOS OF WACO,Texas,"c(-97.157789, 31.500822)"
TX,ONPOINTE TRANSITIONAL CARE AT TEXAS HEALTH PRESBYT,Texas,"c(-96.763574, 32.883139)"
TX,CLARENDON NURSING HOME,Texas,"c(NA, NA)"
TX,FALL CREEK REHABILITATION AND HEALTHCARE CENTER,Texas,"c(-95.268834, 29.93577)"
TX,CHEYENNE MEDICAL LODGE,Texas,"c(-96.572575, 32.772751)"
TX,VIBRALIFE OF KATY REHABILITATION CENTER,Texas,"c(-95.74932, 29.764549)"
TX,FIVE POINTS NURSING AND REHABILITATION,Texas,"c(NA, NA)"
TX,THE MEDICAL RESORT AT WOODLANDS,Texas,"c(NA, NA)"
TX,THE BARTLETT SKILLED NURSING AND ASSISTED LIVING,Texas,"c(-106.56698, 31.842263)"
TX,MABANK NURSING HOME,Texas,"c(-96.101962, 32.368474)"
TX,SEDONA TRACE HEALTH AND WELLNESS,Texas,"c(-97.681666, 30.339949)"
TX,BRIDGEMOOR OF WEBSTER,Texas,"c(-95.135518, 29.556356)"
TX,CASTRO COUNTY HOSPITAL DISTRICT DBA COUNTRY VIEW L,Texas,"c(NA, NA)"
TX,ST. ANTHONY'S CARE CENTER,Texas,"c(-97.180022, 31.471586)"
TX,CRIMSON HEIGHTS HEALTH & WELLNESS,Texas,"c(-95.275475, 29.999032)"
TX,LAS BRISAS REHABILITATION AND WELLNESS SUITES,Texas,"c(NA, NA)"
TX,LAS ALTURAS NURSING & TRANSITIONAL CARE,Texas,"c(-99.474072, 27.54025)"
TX,RICHARD A. ANDERSON (STATE OF TEXAS VETERANS LAND,Texas,"c(NA, NA)"
TX,CYPRESS CREEK REHABILITATION AND HEALTHCARE CENTER,Texas,"c(NA, NA)"
TX,PATRIOT REHABILITATION AND WELLNESS CENTER,Texas,"c(NA, NA)"
TX,THE PREMIER SNF OF ALICE LLC,Texas,"c(-98.051936, 27.758739)"
TX,HOUSTON HEIGHTS HEALTHCARE CENTRE,Texas,"c(-95.409503, 29.859731)"
TX,PARK VALLEY INN HEALTH CENTER,Texas,"c(-97.719145, 30.513066)"
TX,SUNDANCE INN HEALTH CENTER,Texas,"c(-98.095988, 29.733001)"
TX,CEDAR HILL HEALTHCARE CENTRE,Texas,"c(-98.175861, 31.07898)"
TX,LE REVE REHABILITATION & MEMORY CARE,Texas,"c(-96.688936, 32.805041)"
TX,RIVERWOOD HEALTHCARE,Texas,"c(-95.907218, 30.946898)"
TX,THE HEIGHTS ON VALLEY RANCH,Texas,"c(-95.249407, 30.1137)"
TX,WILLOW CREEK HEALTHCARE CENTRE,Texas,"c(-95.228708, 33.184296)"
TX,HARBOR VALLEY HEALTH AND REHABILITATION,Texas,"c(-98.621121, 29.341267)"
TX,VENTANA BY BUCKNER,Texas,"c(-96.770694, 32.861615)"
TX,MESQUITE VILLAGE HEALTHCARE CENTRE,Texas,"c(-96.609361, 32.770921)"
TX,BETHANY SENIOR LIVING,Texas,"c(-96.641945, 28.631621)"
TX,CYPRESS POINTE HEALTH & WELLNESS,Texas,"c(-95.629872, 29.903298)"
TX,THE CENTER AT PARMER,Texas,"c(NA, NA)"
TX,GIBSON CARE CENTER,Texas,"c(NA, NA)"
TX,PARK VIEW NURSING CARE CENTER,Texas,"c(-102.739853, 34.224716)"
UT,HERITAGE PARK HEALTHCARE AND REHABILITATION,Utah,"c(-112.045195, 41.161662)"
UT,OREM REHABILITATION AND NURSING CENTER,Utah,"c(-111.681473, 40.271489)"
UT,HERITAGE HILLS REHABILITATION AND CARE CENTER,Utah,"c(-111.828467, 39.724284)"
UT,COPPER RIDGE HEALTH CARE,Utah,"c(-111.979389, 40.587904)"
UT,HOLLADAY HEALTHCARE CENTER,Utah,"c(-111.821558, 40.665761)"
UT,SANDY HEALTH AND REHAB,Utah,"c(-111.888351, 40.588018)"
UT,LIFE CARE CENTER OF BOUNTIFUL,Utah,"c(-111.885632, 40.861574)"
UT,THE TERRACE AT MT OGDEN,Utah,"c(-111.970993, 41.166107)"
UT,MT OLYMPUS REHABILITATION CENTER,Utah,"c(-111.827709, 40.699837)"
UT,HARRISON POINTE HEALTHCARE AND REHABILITATION,Utah,"c(-111.948684, 41.201045)"
UT,PIONEER CARE CENTER,Utah,"c(-112.019187, 41.494905)"
UT,SPRING CREEK HEALTHCARE CENTER,Utah,"c(-111.840756, 40.671717)"
UT,FOUR CORNERS REGIONAL CARE CENTER,Utah,"c(-109.484984, 37.637292)"
UT,RICHFIELD REHABILITATION AND CARE CENTER,Utah,"c(-112.082676, 38.782021)"
UT,ST GEORGE REHABILITATION,Utah,"c(-113.561074, 37.10639)"
UT,AVALON WEST HEALTH & REHABILITATION,Utah,"c(-111.938793, 40.637753)"
UT,ROCKY MOUNTAIN CARE - CLEARFIELD,Utah,"c(-111.997821, 41.092837)"
UT,MT OGDEN HEALTH AND REHABILITATION CENTER,Utah,"c(-111.971606, 41.166389)"
UT,CITY CREEK POST-ACUTE,Utah,"c(-111.862465, 40.765707)"
UT,WILLOW WOOD CARE CENTER,Utah,"c(-111.857216, 40.6675)"
UT,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,Utah,"c(-111.988691, 40.69839)"
UT,HIGHLAND CARE CENTER,Utah,"c(-111.84254, 40.677703)"
UT,SUNSHINE TERRACE FOUNDATION,Utah,"c(-111.840935, 41.737251)"
UT,CRESTWOOD REHABILITATION AND NURSING,Utah,"c(-111.950178, 41.196421)"
UT,UINTAH BASIN REHABILITATION AND SENIOR VILLA,Utah,"c(-109.997087, 40.302939)"
UT,EMERY COUNTY CARE AND REHABILITATION CENTER,Utah,"c(-111.142272, 39.091637)"
UT,MOUNTAIN VIEW HEALTH SERVICES,Utah,"c(-111.935759, 41.15672)"
UT,MISSION AT ALPINE REHABILITATION CENTER,Utah,"c(NA, NA)"
UT,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,Utah,"c(-112.301094, 40.565527)"
UT,CASCADES AT ORCHARD PARK,Utah,"c(-111.688606, 40.311156)"
UT,DRAPER REHABILITATION AND CARE CENTER,Utah,"c(-111.86467, 40.520724)"
UT,UINTAH HEALTH CARE SPECIAL SERVICE DISTRICT,Utah,"c(-109.537906, 40.44817)"
UT,WILLOW GLEN HEALTH AND REHAB,Utah,"c(-112.012262, 41.526076)"
UT,WOODLAND PARK REHABILITATION AND CARE CENTER,Utah,"c(-111.871385, 40.688771)"
UT,ST JOSEPH VILLA,Utah,"c(-111.877569, 40.728009)"
UT,CANYON RIM CARE CENTER,Utah,"c(-111.814113, 40.699803)"
UT,HERITAGE CARE CENTER,Utah,"c(-111.78915, 40.383001)"
UT,PINNACLE NURSING AND REHABILITATION CENTER,Utah,"c(-110.793381, 39.604703)"
UT,PARAMOUNT HEALTH AND REHABILITATION,Utah,"c(-111.877005, 40.683968)"
UT,HURRICANE HEALTH AND REHABILITATION,Utah,"c(-113.282741, 37.182825)"
UT,PARKDALE HEALTH AND REHAB,Utah,"c(-110.806187, 39.609795)"
UT,STONEHENGE OF RICHFIELD,Utah,"c(-112.083405, 38.776536)"
UT,FAIRFIELD VILLAGE REHABILITATION,Utah,"c(-111.950182, 41.077246)"
UT,MISSION AT COMMUNITY LIVING REHABILITATION CENTER,Utah,"c(-111.821984, 39.119065)"
UT,"STONEHENGE OF SOUTH JORDAN, LLC",Utah,"c(-111.931243, 40.562184)"
UT,STONEHENGE OF AMERICAN FORK,Utah,"c(-111.785464, 40.366507)"
UT,NEURORESTORATIVE,Utah,"c(-111.938641, 40.501469)"
UT,SOUTHERN UTAH VETERANS HOME - IVINS,Utah,"c(-113.675054, 37.171082)"
UT,MERVYN SHARP BENNION CENTRAL UTAH VETERANS HOME,Utah,"c(-111.68516, 40.01945)"
UT,STONEHENGE OF OGDEN,Utah,"c(NA, NA)"
UT,SPANISH FORK REHABILITATION AND NURSING,Utah,"c(-111.652277, 40.109816)"
UT,CASCADES AT RIVERWALK,Utah,"c(-111.920813, 40.623815)"
UT,"MILLCREEK REHABILITATION AND NURSING, LLC",Utah,"c(NA, NA)"
UT,MAPLE SPRINGS SENIOR LIVING,Utah,"c(-111.826913, 41.772229)"
UT,SOUTH DAVIS SPECIALTY CARE,Utah,"c(-111.872352, 40.884547)"
UT,POINTE MEADOWS HEALTH AND REHABILITATION,Utah,"c(-111.879558, 40.422116)"
UT,ADVANCED HEALTH CARE OF SALEM,Utah,"c(NA, NA)"
UT,ADVANCED HEALTH CARE OF ST GEORGE,Utah,"c(-113.541223, 37.097589)"
UT,ALPINE MEADOW REHABILITATION AND NURSING,Utah,"c(-111.938962, 40.716212)"
UT,FAIRVIEW CARE CENTER EAST,Utah,"c(-111.865329, 40.759218)"
UT,PINE CREEK REHABILITATION AND NURSING,Utah,"c(-111.916306, 40.754109)"
UT,"LITTLE COTTONWOOD REHABILITATION AND NURSING, LLC",Utah,"c(-111.888365, 40.703554)"
UT,CANYONLANDS CARE CENTER,Utah,"c(-109.558229, 38.574334)"
UT,"LOMOND PEAK NURSING AND REHABILITATION, LLC",Utah,"c(-111.966274, 41.272092)"
UT,GARFIELD COUNTY NURSING HOME,Utah,"c(-112.110461, 38.635339)"
UT,WILLIAM E CHRISTOFFERSEN SALT LAKE VETERANS HOME,Utah,"c(-111.831915, 40.752615)"
UT,BELLA TERRA ST GEORGE,Utah,"c(-113.557846, 37.105013)"
UT,STONEHENGE OF CEDAR CITY,Utah,"c(-113.067892, 37.703008)"
UT,PINE VIEW TRANSITIONAL REHAB,Utah,"c(-111.941565, 41.151476)"
UT,AVALON CARE CENTER-BOUNTIFUL,Utah,"c(-111.879013, 40.894753)"
UT,MILLARD COUNTY CARE AND REHABILITATION,Utah,"c(-112.560183, 39.349923)"
UT,MEADOW BROOK REHABILITATION AND NURSING,Utah,"c(-111.878885, 40.712647)"
UT,ASPEN RIDGE TRANSITIONAL REHAB,Utah,"c(-111.864023, 40.631566)"
UT,CORAL DESERT REHABILITATION AND CARE,Utah,"c(-113.551904, 37.096215)"
UT,NORTH CANYON CARE CENTER,Utah,"c(-111.87236, 40.885771)"
UT,MISSION AT MAPLE SPRINGS,Utah,"c(-112.025927, 41.489426)"
UT,ASPEN RIDGE WEST TRANSITIONAL REHAB,Utah,"c(-111.910148, 40.655426)"
UT,STONEHENGE OF OREM,Utah,"c(-111.706029, 40.297127)"
UT,ROCKY MOUNTAIN CARE - RIVERTON,Utah,"c(-111.972362, 40.522216)"
UT,THATCHER BROOK REHABILITATION & CARE CENTER,Utah,"c(-112.017754, 41.087565)"
UT,ASPEN RIDGE OF UTAH VALLEY,Utah,"c(-111.680612, 40.261142)"
UT,LEGACY VILLAGE REHABILITATION,Utah,"c(-111.968888, 40.653085)"
UT,GEORGE E WAHLEN OGDEN VETERANS HOME,Utah,"c(-112.00854, 41.276707)"
UT,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,Utah,"c(-111.86852, 40.645038)"
UT,PARKWAY HEALTH CENTER,Utah,"c(-111.712251, 40.043426)"
UT,STONEHENGE OF SPRINGVILLE,Utah,"c(-111.625309, 40.160179)"
UT,RED CLIFFS HEALTH AND REHAB,Utah,"c(-113.546401, 37.113132)"
UT,LIFE CARE CENTER OF SALT LAKE CITY,Utah,"c(-111.857018, 40.674302)"
UT,CEDAR HEALTH AND REHABILITATION,Utah,"c(-113.068729, 37.701055)"
UT,SEASONS HEALTHCARE AND REHABILITATION,Utah,"c(-113.587509, 37.112209)"
UT,AVALON VALLEY REHABILITATION,Utah,"c(-111.882612, 40.717553)"
UT,ROCKY MOUNTAIN CARE - LOGAN,Utah,"c(-111.823986, 41.75881)"
UT,SOUTH OGDEN POST ACUTE,Utah,"c(-111.952649, 41.162569)"
UT,PROVO REHABILITATION AND NURSING,Utah,"c(-111.667422, 40.24745)"
UT,LOGAN REGIONAL HOSPITAL TRANSITIONAL CARE UNIT,Utah,"c(-111.822877, 41.757461)"
UT,MIDTOWN MANOR,Utah,"c(-111.916822, 40.76653)"
UT,ROCKY MOUNTAIN CARE - THE LODGE,Utah,"c(-111.403588, 40.49279)"
VA,HIRAM W DAVIS MEDICAL CTR,Virginia,"c(-77.447774, 37.217634)"
VA,"REGENCY CARE OF ARLINGTON, LLC",Virginia,"c(-77.057513, 38.857604)"
VA,COLONIAL HEIGHTS REHABILITATION AND NURSING CENTER,Virginia,"c(-77.398674, 37.265516)"
VA,VIRGINIA BAPTIST HOSPITAL DIVISION / GUGGENHEIMER,Virginia,"c(-79.18859, 37.439227)"
VA,LYNCHBURG HLTH & REHAB CNTR,Virginia,"c(-79.180733, 37.368503)"
VA,PINEY FOREST HEALTH AND REHABILITATION CENTER,Virginia,"c(-79.411343, 36.60537)"
VA,CHESAPEAKE HEALTH AND REHABILITATION CENTER,Virginia,"c(-76.24621, 36.74347)"
VA,THE LAURELS OF UNIVERSITY PARK,Virginia,"c(-77.571958, 37.629559)"
VA,SOUTH ROANOKE NURSING HOME,Virginia,"c(-79.971339, 37.233826)"
VA,MANORCARE HEALTH SERVICES-ALEXANDRIA,Virginia,"c(-77.05922, 38.734332)"
VA,RICHFIELD RECOVERY &  CARE CENTER,Virginia,"c(-80.12469, 37.278187)"
VA,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,Virginia,"c(-79.383343, 36.620139)"
VA,WOODBINE REHABILITATION & HEALTHCARE CENTER,Virginia,"c(-77.073051, 38.815418)"
VA,KENDAL  AT LEXINGTON,Virginia,"c(-79.460163, 37.780941)"
VA,MANASSAS HEALTH AND REHAB CENTER,Virginia,"c(-77.50255, 38.77161)"
VA,MANORCARE HEALTH SERVICES-RICHMOND,Virginia,"c(-77.472787, 37.61676)"
VA,OAKWOOD MANOR BEDFORD MEM,Virginia,"c(-79.516415, 37.351563)"
VA,GOODWIN HOUSE ALEXANDRIA,Virginia,"c(-77.113601, 38.836768)"
VA,SIGNATURE HEALTHCARE OF NORFOLK,Virginia,"c(-76.301335, 36.865364)"
VA,THE GARDENS AT WARWICK FOREST,Virginia,"c(-76.503157, 37.148123)"
VA,HEARTLAND HEALTH CARE CENTER - LYNCHBURG,Virginia,"c(-79.176104, 37.412352)"
VA,HEALTH CARE CENTER LUCY CORR,Virginia,"c(-77.506952, 37.38301)"
VA,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,Virginia,"c(NA, NA)"
VA,ACCORDIUS HEALTH AT BAY POINTE LLC,Virginia,"c(-76.030093, 36.867815)"
VA,SALEM HEALTH & REHABILITATION,Virginia,"c(-80.021005, 37.276969)"
VA,FRIENDSHIP HEALTH AND REHAB CENTER,Virginia,"c(-79.943811, 37.322124)"
VA,HARRISONBURG HLTH & REHAB CNTR,Virginia,"c(-78.855698, 38.439195)"
VA,WESTMINSTER-CANTERBURY OF RICHMOND,Virginia,"c(-77.460648, 37.596431)"
VA,PARHAM HEALTH CARE & REHAB CEN,Virginia,"c(-77.493313, 37.638594)"
VA,FAIRFAX REHABILITATION AND NURSING CENTER,Virginia,"c(-77.315391, 38.849145)"
VA,MANORCARE HEALTH SERVICES-ARLINGTON,Virginia,"c(-77.128667, 38.860725)"
VA,GOODWIN HOUSE BAILEY'S CROSSROADS,Virginia,"c(-77.11916, 38.851619)"
VA,WATERSIDE HEALTH & REHAB CENTER,Virginia,"c(-76.193211, 36.836248)"
VA,DULLES HEALTH & REHAB CENTER,Virginia,"c(-77.41591, 38.926518)"
VA,COMMUNITY MEMORIAL HOSPITAL HUNDLEY CENTER,Virginia,"c(-78.133439, 36.734491)"
VA,CHARLOTTESVILLE HEALTH & REHABILITATION CENTER,Virginia,"c(-78.483923, 38.086282)"
VA,POTOMAC FALLS HEALTH & REHAB CENTER,Virginia,"c(NA, NA)"
VA,CLINCH VALLEY MEDICAL CENTER,Virginia,"c(NA, NA)"
VA,THE HAVEN AT BRANDERMILL WOODS,Virginia,"c(-77.663089, 37.461851)"
VA,WOODHAVEN HALL AT WILLIAMSBURG LANDING,Virginia,"c(-76.728061, 37.246758)"
VA,ACCORDIUS HEALTH AT WAVERLY,Virginia,"c(-77.078723, 37.038699)"
VA,BETH SHOLOM HOME OF EASTERN VI,Virginia,"c(-76.215405, 36.807548)"
VA,HILLSVILLE HEALTH & REHAB CENTER,Virginia,"c(-80.730619, 36.760153)"
VA,APPOMATTOX HEALTH AND REHABILITATON CENTER,Virginia,"c(-78.825507, 37.346083)"
VA,REGENCY HEALTH AND REHABILITATION CENTER,Virginia,"c(-76.46156, 37.163153)"
VA,CONSULATE HEALTHCARE OF WILLIAMSBURG,Virginia,"c(-76.765619, 37.238692)"
VA,BLAND COUNTY NURSING & REHABILITATION CENTER,Virginia,"c(-81.146192, 37.177512)"
VA,"ENVOY OF LAWRENCEVILLE, LLC",Virginia,"c(-77.837058, 36.765744)"
VA,HENRICO HEALTH & REHABILITATION CENTER,Virginia,"c(-77.311294, 37.542901)"
VA,AUTUMN CARE OF PORTSMOUTH,Virginia,"c(-76.346506, 36.824502)"
VA,AUTUMN CARE OF ALTAVISTA,Virginia,"c(-79.288407, 37.123287)"
VA,BELVOIR WOODS HEALTH CARE CENTER AT THE FAIRFAX,Virginia,"c(-77.19067, 38.710746)"
VA,GREENSVILLE HEALTH AND REHABILITATION CENTER,Virginia,"c(-77.541056, 36.699811)"
VA,WESTWOOD CENTER,Virginia,"c(NA, NA)"
VA,PORTSIDE HEALTH & REHAB CENTER,Virginia,"c(-76.364523, 36.799867)"
VA,GRETNA HEALTH AND REHABILITATION CENTER,Virginia,"c(-79.372919, 36.95197)"
VA,"ENVOY OF ALEXANDRIA, LLC",Virginia,"c(-77.075673, 38.827277)"
VA,ST FRANCIS NURSING CTR,Virginia,"c(-76.512937, 37.14622)"
VA,ILIFF NURSING AND REHABILITATION CENTER,Virginia,"c(-77.221399, 38.890864)"
VA,BON SECOURS-MARYVIEW NURSING C,Virginia,"c(-76.426447, 36.865249)"
VA,FRANKLIN HEALTH AND REHABILITATION CENTER,Virginia,"c(-79.88674, 36.985638)"
VA,RALEIGH COURT HEALTH AND REHABILITATION CENTER,Virginia,"c(-79.978086, 37.262721)"
VA,NORFOLK HEALTH AND REHABILITATION CENTER,Virginia,"c(-76.274339, 36.856824)"
VA,MOUNT VERNON HEALTHCARE CENTER,Virginia,"c(-77.078332, 38.736339)"
VA,BAYSIDE HEALTH & REHABILITATION CENTER,Virginia,"c(-76.133853, 36.871794)"
VA,AUGUSTA MEDICAL CTR SKILLED CA,Virginia,"c(-78.988461, 38.092332)"
VA,"OAK GROVE HEALTH & REHAB CENTER, LLC",Virginia,"c(-76.238456, 36.750543)"
